uniqid,isocntry,d63,qb7_2,class,trusttradm,trustwebonly,trustallm,trustnom,polorient,mediatrust
390037530,GB,2,NA,LowerMiddle,0,0,0,1,Left,TrustNone
390037531,GB,3,NA,MiddleClass,1,0,0,0,Left,TrustTrad
390037532,GB,1,NA,WorkingClass,1,0,0,0,Center,TrustTrad
390037533,GB,1,NA,WorkingClass,0,0,0,1,Center,TrustNone
390037534,GB,3,NA,MiddleClass,1,0,0,0,Right,TrustTrad
390037535,GB,1,NA,WorkingClass,1,0,0,0,Right,TrustTrad
390037536,GB,1,NA,WorkingClass,1,0,0,0,Center,TrustTrad
390037537,GB,2,NA,LowerMiddle,1,0,0,0,Left,TrustTrad
390037538,GB,3,NA,MiddleClass,1,0,0,0,Center,TrustTrad
390037539,GB,1,NA,WorkingClass,0,0,0,1,Center,TrustNone
390037540,GB,1,NA,WorkingClass,0,0,0,1,Refused/DNt,TrustNone
390037541,GB,1,NA,WorkingClass,1,0,0,0,Left,TrustTrad
390037542,GB,3,NA,MiddleClass,1,0,0,0,FarLeft,TrustTrad
390037543,GB,2,NA,LowerMiddle,1,0,0,0,Left,TrustTrad
390037544,GB,3,NA,MiddleClass,0,0,0,1,Center,TrustNone
390037545,GB,3,NA,MiddleClass,1,0,0,0,Left,TrustTrad
390037546,GB,1,NA,WorkingClass,0,0,0,1,Left,TrustNone
390037547,GB,1,NA,WorkingClass,1,0,0,0,Left,TrustTrad
390037548,GB,3,NA,MiddleClass,1,1,1,0,Left,TrustAll
390037549,GB,1,NA,WorkingClass,0,0,0,1,Left,TrustNone
390037550,GB,1,NA,WorkingClass,1,0,0,0,Center,TrustTrad
390037551,GB,1,NA,WorkingClass,1,0,0,0,Center,TrustTrad
390037552,GB,1,NA,WorkingClass,1,0,0,0,Center,TrustTrad
390037553,GB,3,NA,MiddleClass,0,0,0,1,Right,TrustNone
390037554,GB,3,NA,MiddleClass,1,0,0,0,Center,TrustTrad
390037555,GB,2,NA,LowerMiddle,0,0,0,1,Left,TrustNone
390037556,GB,1,NA,WorkingClass,0,0,0,0,Left,Other
390037557,GB,2,NA,LowerMiddle,1,0,0,0,Right,TrustTrad
390037558,GB,1,NA,WorkingClass,1,0,0,0,FarLeft,TrustTrad
390037559,GB,1,NA,WorkingClass,0,0,0,1,Center,TrustNone
390037560,GB,1,NA,WorkingClass,1,0,0,0,Left,TrustTrad
390037561,GB,1,NA,WorkingClass,1,0,0,0,Center,TrustTrad
390037562,GB,3,NA,MiddleClass,0,0,0,1,Center,TrustNone
390037563,GB,1,NA,WorkingClass,1,0,0,0,Center,TrustTrad
390037564,GB,3,NA,MiddleClass,1,0,0,0,Left,TrustTrad
390037565,GB,1,NA,WorkingClass,1,0,0,0,Center,TrustTrad
390037566,GB,1,NA,WorkingClass,1,0,0,0,FarLeft,TrustTrad
390037567,GB,3,NA,MiddleClass,1,0,0,0,Left,TrustTrad
390037568,GB,1,NA,WorkingClass,1,0,0,0,Center,TrustTrad
390037569,GB,2,NA,LowerMiddle,1,0,0,0,Center,TrustTrad
390037570,GB,3,NA,MiddleClass,1,0,0,0,Center,TrustTrad
390037571,GB,3,NA,MiddleClass,1,0,0,0,Left,TrustTrad
390037572,GB,3,NA,MiddleClass,0,0,0,1,Center,TrustNone
390037573,GB,2,NA,LowerMiddle,1,0,0,0,FarLeft,TrustTrad
390037574,GB,3,NA,MiddleClass,1,0,0,0,Center,TrustTrad
390037575,GB,3,NA,MiddleClass,1,0,0,0,Center,TrustTrad
390037576,GB,2,NA,LowerMiddle,0,0,0,1,Center,TrustNone
390037577,GB,2,NA,LowerMiddle,1,0,0,0,Center,TrustTrad
390037578,GB,1,NA,WorkingClass,1,0,0,0,Center,TrustTrad
390037579,GB,1,NA,WorkingClass,0,0,0,1,Left,TrustNone
390037580,GB,3,NA,MiddleClass,1,0,0,0,Center,TrustTrad
390037581,GB,1,NA,WorkingClass,1,0,0,0,Left,TrustTrad
390037582,GB,1,NA,WorkingClass,0,0,0,1,Center,TrustNone
390037583,GB,1,NA,WorkingClass,1,0,0,0,Center,TrustTrad
390037584,GB,2,NA,LowerMiddle,0,0,0,0,Center,Other
390037585,GB,1,NA,WorkingClass,0,0,0,1,Center,TrustNone
390037586,GB,3,NA,MiddleClass,1,0,0,0,Left,TrustTrad
390037587,GB,3,NA,MiddleClass,1,0,0,0,FarLeft,TrustTrad
390037588,GB,2,NA,LowerMiddle,0,0,0,1,Center,TrustNone
390037589,GB,2,NA,LowerMiddle,0,0,0,1,FarLeft,TrustNone
390037590,GB,3,NA,MiddleClass,0,0,0,1,Center,TrustNone
390037591,GB,3,NA,MiddleClass,1,0,0,0,FarLeft,TrustTrad
390037592,GB,3,NA,MiddleClass,1,0,0,0,Right,TrustTrad
390037593,GB,1,NA,WorkingClass,1,0,0,0,Left,TrustTrad
390037594,GB,3,NA,MiddleClass,1,0,0,0,Left,TrustTrad
390037595,GB,2,NA,LowerMiddle,1,0,0,0,FarLeft,TrustTrad
390037596,GB,3,NA,MiddleClass,1,0,0,0,Center,TrustTrad
390037597,GB,1,NA,WorkingClass,1,0,0,0,Left,TrustTrad
390037598,GB,1,NA,WorkingClass,1,0,0,0,Center,TrustTrad
390037599,GB,2,NA,LowerMiddle,1,0,0,0,Refused/DNt,TrustTrad
390037600,GB,1,NA,WorkingClass,1,0,0,0,Left,TrustTrad
390037601,GB,1,NA,WorkingClass,1,0,0,0,Center,TrustTrad
390037602,GB,2,NA,LowerMiddle,1,0,0,0,Left,TrustTrad
390037603,GB,3,NA,MiddleClass,1,0,0,0,Center,TrustTrad
390037604,GB,2,NA,LowerMiddle,1,0,0,0,FarLeft,TrustTrad
390037605,GB,2,NA,LowerMiddle,1,0,0,0,Right,TrustTrad
390037606,GB,1,NA,WorkingClass,1,0,0,0,Right,TrustTrad
390037607,GB,3,NA,MiddleClass,0,0,0,1,Center,TrustNone
390037608,GB,1,NA,WorkingClass,1,0,0,0,Center,TrustTrad
390037609,GB,2,NA,LowerMiddle,1,0,0,0,Center,TrustTrad
390037610,GB,3,NA,MiddleClass,1,0,0,0,Center,TrustTrad
390037611,GB,3,NA,MiddleClass,1,1,1,0,Center,TrustAll
390037612,GB,3,NA,MiddleClass,1,0,0,0,Center,TrustTrad
390037613,GB,3,NA,MiddleClass,1,0,0,0,Center,TrustTrad
390037614,GB,3,NA,MiddleClass,0,0,0,1,Left,TrustNone
390037615,GB,3,NA,MiddleClass,1,0,0,0,Left,TrustTrad
390037616,GB,1,NA,WorkingClass,1,0,0,0,Left,TrustTrad
390037617,GB,3,NA,MiddleClass,1,1,1,0,Center,TrustAll
390037618,GB,1,NA,WorkingClass,0,0,0,1,FarLeft,TrustNone
390037619,GB,2,NA,LowerMiddle,1,0,0,0,Right,TrustTrad
390037620,GB,3,NA,MiddleClass,1,0,0,0,Left,TrustTrad
390037621,GB,1,NA,WorkingClass,1,0,0,0,Center,TrustTrad
390037622,GB,2,NA,LowerMiddle,1,0,0,0,Center,TrustTrad
390037623,GB,3,NA,MiddleClass,1,0,0,0,Right,TrustTrad
390037624,GB,3,NA,MiddleClass,1,1,1,0,Center,TrustAll
390037625,GB,1,NA,WorkingClass,1,0,0,0,Center,TrustTrad
390037626,GB,1,NA,WorkingClass,1,0,0,0,Center,TrustTrad
390037627,GB,1,NA,WorkingClass,0,0,0,1,FarLeft,TrustNone
390037628,GB,1,NA,WorkingClass,1,0,0,0,Center,TrustTrad
390037629,GB,2,NA,LowerMiddle,0,0,0,1,Left,TrustNone
390037630,GB,1,NA,WorkingClass,1,0,0,0,FarLeft,TrustTrad
390037631,GB,1,NA,WorkingClass,0,0,0,1,Right,TrustNone
390037632,GB,1,NA,WorkingClass,1,0,0,0,Left,TrustTrad
390037633,GB,3,NA,MiddleClass,1,0,0,0,Left,TrustTrad
390037634,GB,4,NA,UpperMiddleClass,1,0,0,0,Right,TrustTrad
390037635,GB,1,NA,WorkingClass,1,0,0,0,Left,TrustTrad
390037636,GB,2,NA,LowerMiddle,0,1,0,0,Center,TrustWebOnly
390037637,GB,1,NA,WorkingClass,1,0,0,0,Center,TrustTrad
390037638,GB,1,NA,WorkingClass,0,0,0,1,Center,TrustNone
390037639,GB,2,NA,LowerMiddle,1,0,0,0,Left,TrustTrad
390037640,GB,1,NA,WorkingClass,1,0,0,0,Left,TrustTrad
390037641,GB,1,NA,WorkingClass,1,0,0,0,Center,TrustTrad
390037642,GB,3,NA,MiddleClass,1,0,0,0,Left,TrustTrad
390037643,GB,4,NA,UpperMiddleClass,1,0,0,0,Center,TrustTrad
390037644,GB,4,NA,UpperMiddleClass,1,0,0,0,Center,TrustTrad
390037645,GB,4,NA,UpperMiddleClass,0,0,0,1,Center,TrustNone
390037646,GB,1,NA,WorkingClass,0,0,0,1,Center,TrustNone
390037647,GB,1,NA,WorkingClass,0,0,0,1,Center,TrustNone
390037648,GB,1,NA,WorkingClass,1,0,0,0,Left,TrustTrad
390037649,GB,3,NA,MiddleClass,0,0,0,1,Center,TrustNone
390037650,GB,3,NA,MiddleClass,0,1,0,0,Right,TrustWebOnly
390037651,GB,1,NA,WorkingClass,1,0,0,0,Center,TrustTrad
390037652,GB,2,NA,LowerMiddle,1,0,0,0,Center,TrustTrad
390037653,GB,1,NA,WorkingClass,1,0,0,0,Center,TrustTrad
390037654,GB,1,NA,WorkingClass,0,0,0,1,Center,TrustNone
390037655,GB,1,NA,WorkingClass,1,0,0,0,Center,TrustTrad
390037656,GB,3,NA,MiddleClass,1,0,0,0,Right,TrustTrad
390037657,GB,1,NA,WorkingClass,1,0,0,0,Center,TrustTrad
390037658,GB,2,NA,LowerMiddle,1,0,0,0,Right,TrustTrad
390037659,GB,1,NA,WorkingClass,1,0,0,0,Left,TrustTrad
390037660,GB,3,NA,MiddleClass,1,0,0,0,Center,TrustTrad
390037661,GB,2,NA,LowerMiddle,1,0,0,0,Center,TrustTrad
390037662,GB,2,NA,LowerMiddle,1,0,0,0,Left,TrustTrad
390037663,GB,3,NA,MiddleClass,0,0,0,1,FarRight,TrustNone
390037664,GB,3,NA,MiddleClass,1,0,0,0,Left,TrustTrad
390037665,GB,3,NA,MiddleClass,1,0,0,0,Right,TrustTrad
390037666,GB,1,NA,WorkingClass,1,0,0,0,Left,TrustTrad
390037667,GB,1,NA,WorkingClass,1,0,0,0,Refused/DNt,TrustTrad
390037668,GB,3,NA,MiddleClass,0,0,0,1,Left,TrustNone
390037669,GB,4,NA,UpperMiddleClass,1,0,0,0,Center,TrustTrad
390037670,GB,3,NA,MiddleClass,0,0,0,1,FarRight,TrustNone
390037671,GB,2,NA,LowerMiddle,0,1,0,0,Left,TrustWebOnly
390037672,GB,1,NA,WorkingClass,1,0,0,0,Right,TrustTrad
390037673,GB,2,NA,LowerMiddle,0,0,0,1,Left,TrustNone
390037674,GB,1,NA,WorkingClass,0,0,0,0,Center,Other
390037675,GB,2,NA,LowerMiddle,1,1,1,0,Right,TrustAll
390037676,GB,2,NA,LowerMiddle,0,0,0,1,Center,TrustNone
390037677,GB,3,NA,MiddleClass,1,0,0,0,FarLeft,TrustTrad
390037678,GB,1,NA,WorkingClass,1,0,0,0,Center,TrustTrad
390037679,GB,3,NA,MiddleClass,0,0,0,1,Left,TrustNone
390037680,GB,1,NA,WorkingClass,1,0,0,0,Right,TrustTrad
390037681,GB,2,NA,LowerMiddle,1,0,0,0,Center,TrustTrad
390037682,GB,2,NA,LowerMiddle,1,0,0,0,Center,TrustTrad
390037683,GB,1,NA,WorkingClass,1,0,0,0,Left,TrustTrad
390037684,GB,3,NA,MiddleClass,1,0,0,0,Center,TrustTrad
390037685,GB,4,NA,UpperMiddleClass,1,0,0,0,Right,TrustTrad
390037686,GB,3,NA,MiddleClass,1,0,0,0,Left,TrustTrad
390037687,GB,3,NA,MiddleClass,1,0,0,0,Right,TrustTrad
390037688,GB,1,NA,WorkingClass,0,0,0,1,Center,TrustNone
390037689,GB,3,NA,MiddleClass,1,0,0,0,Left,TrustTrad
390037690,GB,1,NA,WorkingClass,1,0,0,0,Left,TrustTrad
390037691,GB,2,NA,LowerMiddle,0,0,0,1,Center,TrustNone
390037692,GB,1,NA,WorkingClass,0,1,0,0,FarLeft,TrustWebOnly
390037693,GB,2,NA,LowerMiddle,1,0,0,0,Center,TrustTrad
390037694,GB,1,NA,WorkingClass,1,0,0,0,Center,TrustTrad
390037695,GB,2,NA,LowerMiddle,1,0,0,0,Center,TrustTrad
390037696,GB,3,NA,MiddleClass,1,0,0,0,Right,TrustTrad
390037697,GB,1,NA,WorkingClass,1,0,0,0,Center,TrustTrad
390037698,GB,2,NA,LowerMiddle,1,0,0,0,Center,TrustTrad
390037699,GB,3,NA,MiddleClass,0,1,0,0,Right,TrustWebOnly
390037700,GB,3,NA,MiddleClass,0,0,0,1,Right,TrustNone
390037701,GB,1,NA,WorkingClass,1,0,0,0,Right,TrustTrad
390037702,GB,1,NA,WorkingClass,0,0,0,1,Left,TrustNone
390037703,GB,1,NA,WorkingClass,1,0,0,0,Center,TrustTrad
390037704,GB,1,NA,WorkingClass,1,0,0,0,FarLeft,TrustTrad
390037705,GB,3,NA,MiddleClass,1,0,0,0,Left,TrustTrad
390037706,GB,2,NA,LowerMiddle,0,0,0,1,Left,TrustNone
390037707,GB,3,NA,MiddleClass,1,0,0,0,Left,TrustTrad
390037708,GB,3,NA,MiddleClass,1,0,0,0,Center,TrustTrad
390037709,GB,2,NA,LowerMiddle,1,0,0,0,Left,TrustTrad
390037710,GB,3,NA,MiddleClass,0,0,0,1,Center,TrustNone
390037711,GB,3,NA,MiddleClass,1,0,0,0,Center,TrustTrad
390037712,GB,3,NA,MiddleClass,1,0,0,0,Right,TrustTrad
390037713,GB,3,NA,MiddleClass,0,0,0,1,Left,TrustNone
390037714,GB,3,NA,MiddleClass,1,0,0,0,Center,TrustTrad
390037715,GB,3,NA,MiddleClass,1,0,0,0,Right,TrustTrad
390037716,GB,3,NA,MiddleClass,1,1,0,0,Left,TrustWebOnly
390037717,GB,2,NA,LowerMiddle,1,0,0,0,Left,TrustTrad
390037718,GB,3,NA,MiddleClass,1,0,0,0,Left,TrustTrad
390037719,GB,3,NA,MiddleClass,1,0,0,0,FarRight,TrustTrad
390037720,GB,3,NA,MiddleClass,1,0,0,0,Center,TrustTrad
390037721,GB,3,NA,MiddleClass,1,0,0,0,Left,TrustTrad
390037722,GB,2,NA,LowerMiddle,1,0,0,0,Left,TrustTrad
390037723,GB,1,NA,WorkingClass,0,0,0,1,Center,TrustNone
390037724,GB,2,NA,LowerMiddle,1,0,0,0,Center,TrustTrad
390037725,GB,3,NA,MiddleClass,1,0,0,0,FarLeft,TrustTrad
390037726,GB,3,NA,MiddleClass,1,0,0,0,Center,TrustTrad
390037727,GB,2,NA,LowerMiddle,1,0,0,0,Center,TrustTrad
390037728,GB,3,NA,MiddleClass,1,0,0,0,Left,TrustTrad
390037729,GB,1,NA,WorkingClass,1,0,0,0,Center,TrustTrad
390037730,GB,3,NA,MiddleClass,0,0,0,1,Left,TrustNone
390037731,GB,1,NA,WorkingClass,1,0,0,0,Left,TrustTrad
390037732,GB,2,NA,LowerMiddle,0,0,0,1,Left,TrustNone
390037733,GB,1,NA,WorkingClass,0,0,0,1,Center,TrustNone
390037734,GB,3,NA,MiddleClass,1,1,0,0,Left,TrustWebOnly
390037735,GB,1,NA,WorkingClass,1,0,0,0,Center,TrustTrad
390037736,GB,4,NA,UpperMiddleClass,1,0,0,0,Left,TrustTrad
390037737,GB,3,NA,MiddleClass,0,0,0,1,Center,TrustNone
390037738,GB,3,NA,MiddleClass,1,0,0,0,Center,TrustTrad
390037739,GB,1,NA,WorkingClass,1,0,0,0,FarRight,TrustTrad
390037740,GB,2,NA,LowerMiddle,0,0,0,1,Right,TrustNone
390037741,GB,3,NA,MiddleClass,1,0,0,0,FarLeft,TrustTrad
390037742,GB,3,NA,MiddleClass,1,0,0,0,Center,TrustTrad
390037743,GB,2,NA,LowerMiddle,0,0,0,1,Center,TrustNone
390037744,GB,1,NA,WorkingClass,1,0,0,0,Center,TrustTrad
390037745,GB,3,NA,MiddleClass,1,0,0,0,Right,TrustTrad
390037746,GB,1,NA,WorkingClass,1,0,0,0,FarLeft,TrustTrad
390037747,GB,3,NA,MiddleClass,1,0,0,0,Left,TrustTrad
390037748,GB,4,NA,UpperMiddleClass,1,0,0,0,Right,TrustTrad
390037749,GB,3,NA,MiddleClass,1,0,0,0,Center,TrustTrad
390037750,GB,2,NA,LowerMiddle,1,0,0,0,Left,TrustTrad
390037751,GB,2,NA,LowerMiddle,1,0,0,0,Left,TrustTrad
390037752,GB,1,NA,WorkingClass,1,1,1,0,Center,TrustAll
390037753,GB,1,NA,WorkingClass,0,0,0,1,Center,TrustNone
390037754,GB,3,NA,MiddleClass,0,0,0,1,Right,TrustNone
390037755,GB,3,NA,MiddleClass,1,0,0,0,Left,TrustTrad
390037756,GB,2,NA,LowerMiddle,1,0,0,0,Left,TrustTrad
390037757,GB,2,NA,LowerMiddle,1,0,0,0,Left,TrustTrad
390037758,GB,3,NA,MiddleClass,1,0,0,0,Center,TrustTrad
390037759,GB,2,NA,LowerMiddle,1,0,0,0,Left,TrustTrad
390037760,GB,1,NA,WorkingClass,0,0,0,1,Center,TrustNone
390037761,GB,3,NA,MiddleClass,1,0,0,0,Left,TrustTrad
390037762,GB,1,NA,WorkingClass,1,0,0,0,Left,TrustTrad
390037763,GB,3,NA,MiddleClass,1,0,0,0,FarLeft,TrustTrad
390037764,GB,2,NA,LowerMiddle,1,0,0,0,Left,TrustTrad
390037765,GB,4,NA,UpperMiddleClass,1,0,0,0,Right,TrustTrad
390037766,GB,3,NA,MiddleClass,1,0,0,0,Right,TrustTrad
390037767,GB,3,NA,MiddleClass,0,0,0,1,Left,TrustNone
390037768,GB,3,NA,MiddleClass,1,0,0,0,Left,TrustTrad
390037769,GB,1,NA,WorkingClass,1,0,0,0,FarLeft,TrustTrad
390037770,GB,1,NA,WorkingClass,1,0,0,0,FarLeft,TrustTrad
390037771,GB,1,NA,WorkingClass,0,0,0,1,FarLeft,TrustNone
390037772,GB,3,NA,MiddleClass,1,0,0,0,Left,TrustTrad
390037773,GB,2,NA,LowerMiddle,1,0,0,0,Left,TrustTrad
390037774,GB,3,NA,MiddleClass,1,0,0,0,FarRight,TrustTrad
390037775,GB,3,NA,MiddleClass,1,0,0,0,FarRight,TrustTrad
390037776,GB,3,NA,MiddleClass,1,0,0,0,Center,TrustTrad
390037777,GB,2,NA,LowerMiddle,1,0,0,0,Left,TrustTrad
390037778,GB,3,NA,MiddleClass,1,0,0,0,Right,TrustTrad
390037779,GB,3,NA,MiddleClass,0,0,0,1,Center,TrustNone
390037780,GB,3,NA,MiddleClass,1,0,0,0,Left,TrustTrad
390037781,GB,2,NA,LowerMiddle,1,0,0,0,FarLeft,TrustTrad
390037782,GB,7,NA,Other/None/DN/Refused,1,1,0,0,Right,TrustWebOnly
390037783,GB,2,NA,LowerMiddle,1,0,0,0,Left,TrustTrad
390037784,GB,1,NA,WorkingClass,1,0,0,0,Center,TrustTrad
390037785,GB,1,NA,WorkingClass,1,0,0,0,Refused/DNt,TrustTrad
390037786,GB,3,NA,MiddleClass,1,0,0,0,Center,TrustTrad
390037787,GB,3,NA,MiddleClass,0,0,0,1,Center,TrustNone
390037788,GB,3,NA,MiddleClass,1,0,0,0,Right,TrustTrad
390037789,GB,2,NA,LowerMiddle,1,0,0,0,Left,TrustTrad
390037790,GB,1,NA,WorkingClass,1,0,0,0,Center,TrustTrad
390037791,GB,1,NA,WorkingClass,1,0,0,0,Left,TrustTrad
390037792,GB,1,NA,WorkingClass,0,0,0,1,Left,TrustNone
390037793,GB,2,NA,LowerMiddle,1,0,0,0,Center,TrustTrad
390037794,GB,3,NA,MiddleClass,1,0,0,0,Left,TrustTrad
390037795,GB,2,NA,LowerMiddle,0,0,0,1,Left,TrustNone
390037796,GB,3,NA,MiddleClass,1,0,0,0,Left,TrustTrad
390037797,GB,3,NA,MiddleClass,1,0,0,0,Left,TrustTrad
390037798,GB,1,NA,WorkingClass,0,0,0,1,Refused/DNt,TrustNone
390037799,GB,2,NA,LowerMiddle,1,0,0,0,Left,TrustTrad
390037800,GB,3,NA,MiddleClass,1,0,0,0,FarLeft,TrustTrad
390037801,GB,3,NA,MiddleClass,1,0,0,0,Center,TrustTrad
390037802,GB,3,NA,MiddleClass,1,0,0,0,Center,TrustTrad
390037803,GB,2,NA,LowerMiddle,1,0,0,0,FarRight,TrustTrad
390037804,GB,3,NA,MiddleClass,1,0,0,0,FarLeft,TrustTrad
390037805,GB,1,NA,WorkingClass,0,0,0,1,Right,TrustNone
390037806,GB,2,NA,LowerMiddle,1,0,0,0,Center,TrustTrad
390037807,GB,1,NA,WorkingClass,1,0,0,0,Left,TrustTrad
390037808,GB,2,NA,LowerMiddle,1,0,0,0,Center,TrustTrad
390037809,GB,1,NA,WorkingClass,0,0,0,1,Left,TrustNone
390037810,GB,2,NA,LowerMiddle,1,0,0,0,Left,TrustTrad
390037811,GB,2,NA,LowerMiddle,1,0,0,0,Left,TrustTrad
390037812,GB,3,NA,MiddleClass,1,0,0,0,Center,TrustTrad
390037813,GB,3,NA,MiddleClass,1,0,0,0,Left,TrustTrad
390037814,GB,3,NA,MiddleClass,1,0,0,0,Center,TrustTrad
390037815,GB,3,NA,MiddleClass,1,0,0,0,Left,TrustTrad
390037816,GB,4,NA,UpperMiddleClass,1,0,0,0,Center,TrustTrad
390037817,GB,1,NA,WorkingClass,1,0,0,0,Center,TrustTrad
390037818,GB,3,NA,MiddleClass,1,0,0,0,FarLeft,TrustTrad
390037819,GB,3,NA,MiddleClass,1,0,0,0,Left,TrustTrad
390037820,GB,4,NA,UpperMiddleClass,1,0,0,0,Right,TrustTrad
390037821,GB,4,NA,UpperMiddleClass,0,0,0,1,Right,TrustNone
390037822,GB,3,NA,MiddleClass,1,0,0,0,Center,TrustTrad
390037823,GB,3,NA,MiddleClass,1,0,0,0,Center,TrustTrad
390037824,GB,2,NA,LowerMiddle,0,0,0,1,Right,TrustNone
390037825,GB,3,NA,MiddleClass,0,1,0,0,Center,TrustWebOnly
390037826,GB,3,NA,MiddleClass,0,1,0,0,Right,TrustWebOnly
390037827,GB,4,NA,UpperMiddleClass,1,0,0,0,Center,TrustTrad
390037828,GB,3,NA,MiddleClass,0,1,0,0,FarRight,TrustWebOnly
390037829,GB,3,NA,MiddleClass,1,0,0,0,Right,TrustTrad
390037830,GB,3,NA,MiddleClass,0,0,0,1,Left,TrustNone
390037831,GB,3,NA,MiddleClass,1,0,0,0,Left,TrustTrad
390037832,GB,3,NA,MiddleClass,1,0,0,0,FarLeft,TrustTrad
390037833,GB,3,NA,MiddleClass,1,0,0,0,Left,TrustTrad
390037834,GB,2,NA,LowerMiddle,1,0,0,0,Left,TrustTrad
390037835,GB,2,NA,LowerMiddle,0,0,0,1,Left,TrustNone
390037836,GB,3,NA,MiddleClass,0,0,0,1,Left,TrustNone
390037837,GB,3,NA,MiddleClass,1,0,0,0,Center,TrustTrad
390037838,GB,1,NA,WorkingClass,1,0,0,0,Center,TrustTrad
390037839,GB,3,NA,MiddleClass,1,0,0,0,Center,TrustTrad
390037840,GB,3,NA,MiddleClass,1,0,0,0,FarLeft,TrustTrad
390037841,GB,4,NA,UpperMiddleClass,1,0,0,0,Center,TrustTrad
390037842,GB,3,NA,MiddleClass,1,0,0,0,Left,TrustTrad
390037843,GB,1,NA,WorkingClass,1,0,0,0,Center,TrustTrad
390037844,GB,1,NA,WorkingClass,0,0,0,1,Left,TrustNone
390037845,GB,1,NA,WorkingClass,1,0,0,0,Center,TrustTrad
390037846,GB,2,NA,LowerMiddle,1,0,0,0,FarLeft,TrustTrad
390037847,GB,2,NA,LowerMiddle,1,0,0,0,Left,TrustTrad
390037848,GB,3,NA,MiddleClass,0,0,0,1,Right,TrustNone
390037849,GB,3,NA,MiddleClass,1,0,0,0,Center,TrustTrad
390037850,GB,2,NA,LowerMiddle,1,0,0,0,Left,TrustTrad
390037851,GB,4,NA,UpperMiddleClass,1,0,0,0,Right,TrustTrad
390037852,GB,4,NA,UpperMiddleClass,1,0,0,0,Right,TrustTrad
390037853,GB,2,NA,LowerMiddle,1,0,0,0,Right,TrustTrad
390037854,GB,3,NA,MiddleClass,1,0,0,0,Center,TrustTrad
390037855,GB,3,NA,MiddleClass,1,0,0,0,Left,TrustTrad
390037856,GB,3,NA,MiddleClass,1,0,0,0,Left,TrustTrad
390037857,GB,4,NA,UpperMiddleClass,1,0,0,0,Right,TrustTrad
390037858,GB,4,NA,UpperMiddleClass,1,0,0,0,Center,TrustTrad
390037859,GB,3,NA,MiddleClass,1,0,0,0,Center,TrustTrad
390037860,GB,4,NA,UpperMiddleClass,1,0,0,0,Center,TrustTrad
390037861,GB,3,NA,MiddleClass,1,0,0,0,Right,TrustTrad
390037862,GB,4,NA,UpperMiddleClass,1,0,0,0,Center,TrustTrad
390037863,GB,4,NA,UpperMiddleClass,1,0,0,0,Right,TrustTrad
390037864,GB,2,NA,LowerMiddle,1,0,0,0,Right,TrustTrad
390037865,GB,3,NA,MiddleClass,0,0,0,1,Center,TrustNone
390037866,GB,3,NA,MiddleClass,1,0,0,0,Left,TrustTrad
390037867,GB,3,NA,MiddleClass,0,1,0,0,FarRight,TrustWebOnly
390037868,GB,2,NA,LowerMiddle,1,0,0,0,Center,TrustTrad
390037869,GB,1,NA,WorkingClass,1,0,0,0,FarRight,TrustTrad
390037870,GB,3,NA,MiddleClass,1,0,0,0,Center,TrustTrad
390037871,GB,3,NA,MiddleClass,1,0,0,0,Left,TrustTrad
390037872,GB,3,NA,MiddleClass,0,0,0,1,FarRight,TrustNone
390037873,GB,3,NA,MiddleClass,0,0,0,1,FarLeft,TrustNone
390037874,GB,3,NA,MiddleClass,0,0,0,1,FarRight,TrustNone
390037875,GB,3,NA,MiddleClass,1,0,0,0,Center,TrustTrad
390037876,GB,4,NA,UpperMiddleClass,1,0,0,0,Center,TrustTrad
390037877,GB,3,NA,MiddleClass,1,0,0,0,Left,TrustTrad
390037878,GB,1,NA,WorkingClass,0,0,0,1,FarRight,TrustNone
390037879,GB,3,NA,MiddleClass,0,0,0,1,Center,TrustNone
390037880,GB,4,NA,UpperMiddleClass,1,0,0,0,Center,TrustTrad
390037881,GB,4,NA,UpperMiddleClass,1,0,0,0,Left,TrustTrad
390037882,GB,4,NA,UpperMiddleClass,1,0,0,0,Right,TrustTrad
390037883,GB,4,NA,UpperMiddleClass,1,0,0,0,Right,TrustTrad
390037884,GB,2,NA,LowerMiddle,1,0,0,0,Right,TrustTrad
390037885,GB,3,NA,MiddleClass,1,0,0,0,Center,TrustTrad
390037886,GB,3,NA,MiddleClass,1,0,0,0,Center,TrustTrad
390037887,GB,1,NA,WorkingClass,0,0,0,1,FarLeft,TrustNone
390037888,GB,2,NA,LowerMiddle,1,0,0,0,Center,TrustTrad
390037889,GB,2,NA,LowerMiddle,1,0,0,0,Center,TrustTrad
390037890,GB,3,NA,MiddleClass,1,0,0,0,Center,TrustTrad
390037891,GB,3,NA,MiddleClass,1,0,0,0,Center,TrustTrad
390037892,GB,2,NA,LowerMiddle,1,0,0,0,FarLeft,TrustTrad
390037893,GB,2,NA,LowerMiddle,1,0,0,0,Left,TrustTrad
390037894,GB,4,NA,UpperMiddleClass,0,0,0,0,Right,Other
390037895,GB,2,NA,LowerMiddle,1,0,0,0,Left,TrustTrad
390037896,GB,1,NA,WorkingClass,0,0,0,1,FarRight,TrustNone
390037897,GB,3,NA,MiddleClass,1,0,0,0,Right,TrustTrad
390037898,GB,3,NA,MiddleClass,1,0,0,0,Center,TrustTrad
390037899,GB,3,NA,MiddleClass,0,0,0,1,Center,TrustNone
